,store,sido,gungu,store_address
0,강남역,서울,강남구,서울 강남구 역삼동 619-28
1,개포1호,서울,강남구,서울 강남구 개포동 1229-18
2,개포2호,서울,강남구,서울 강남구 개포동 158-4
3,논현1호(서울),서울,강남구,서울 강남구 논현동 164-16
4,대치1호,서울,강남구,서울 강남구 대치동936
5,대치2호,서울,강남구,서울 강남구 대치동 989-4
6,도곡,서울,강남구,서울 강남구 도곡동 416-4
7,삼성1호,서울,강남구,서울 강남구 삼성동 44-18
8,세곡,서울,강남구,서울 강남구 자곡동 611
9,압구정신사,서울,강남구,서울 강남구 신사동 640-5 대성빌딩 1층 1호
10,역삼1호,서울,강남구,서울 강남구 역삼동 837-15
11,일원1동,서울,강남구,서울 강남구 일원동 645
12,일원본동,서울,강남구,서울 강남구 수서동 747 삼성아파트 상가 104호
13,청담역,서울,강남구,서울 강남구 청담동 65 진흥아파트상가
14,강일,서울,강동구,서울 강동구 강일동 679-3 리슈빌오피스텔
15,고덕1호(서울),서울,강동구,서울 강동구 고덕동 650-1
16,길1호,서울,강동구,서울 강동구 길동 347-31
17,길동역,서울,강동구,서울 강동구 길동 388-3
18,둔촌1호,서울,강동구,서울 강동구 둔촌동 454-5
19,명일1호,서울,강동구,서울 강동구 명일동 328-2
20,상일,서울,강동구,서울 강동구 고덕동 200-3
21,상일2호,서울,강동구,서울 강동구 구천면로 640
22,성내,서울,강동구,서울 강동구 성내2동 509-7 1층
23,암사1호,서울,강동구,서울 강동구 암사동 504-37
24,암사2호,서울,강동구,서울 강동구 암사동 451-18
25,천호1호,서울,강동구,서울 강동구 천호동 571
26,덕성여대,서울,강북구,서울 강북구 우이동 72-133
27,미아1호,서울,강북구,서울 강북구 미아동 561-2 현대성우아파트 상가 104호
28,미아사거리,서울,강북구,서울 강북구 미아동 55-5
29,미아역,서울,강북구,서울 강북구 미아동 131-8
30,번동,서울,강북구,서울 강북구 번동 169-1
31,수유1호,서울,강북구,서울 강북구 수유동 385-2
32,수유2호,서울,강북구,서울 강북구 수유동 57-2
33,수유역점,서울,강북구,서울 강북구 번동 461-127
34,가양,서울,강서구,서울 강서구 등촌동 75-1
35,강서구청,서울,강서구,서울 강서구 화곡동 986-16
36,까치산역,서울,강서구,서울 강서구 화곡동 343-62 라인씨티 1층
37,등촌,서울,강서구,서울 강서구 등촌동 649-14
38,마곡1호,서울,강서구,서울 강서구 강서로 마곡동 784-11 마곡오드카운티1차 111호
39,마곡역,서울,강서구,서울 강서구 마곡동 774-1
40,발산,서울,강서구,서울 강서구 내발산동 648-15
41,방화1호,서울,강서구,서울 강서구 방화동 571-1
42,방화2호,서울,강서구,서울 강서구 방화2동 580-27
43,염창,서울,강서구,서울 강서구 염창동 249-5
44,화곡2호,서울,강서구,서울 강서구 화곡동 400-45
45,봉천1호,서울,관악구,서울 관악구 봉천동 861-7
46,봉천2호,서울,관악구,서울 관악구 봉천동 1674-20
47,봉천3호,서울,관악구,서울 관악구 봉천동 1632-9
48,봉천4호,서울,관악구,서울 관악구 봉천동 931-12
49,신림1호,서울,관악구,서울 관악구 신림동 518-56
50,신림2호,서울,관악구,서울 관악구 신림동 1680-15
51,신림3호,서울,관악구,서울 관악구 신림동 241-66
52,신림4호,서울,관악구,서울 관악구 신림동 706-6
53,건대,서울,광진구,서울 광진구 화양동 9-18
54,광장,서울,광진구,서울 광진구 광장동 530-13
55,구의역,서울,광진구,서울 광진구 구의동 257-70
56,자양1호,서울,광진구,서울 광진구 자양3동 584-28
57,자양2호,서울,광진구,서울 광진구 자양동 624-42
58,중곡1호,서울,광진구,서울 광진구 중곡동 243-1
59,중곡2호,서울,광진구,서울 광진구 중곡동 24-2
60,개봉1호,서울,구로구,서울 구로구 개봉동 403-159
61,고척1호,서울,구로구,서울 구로구 개봉1동 126-4
62,구로2호,서울,구로구,서울 구로구 구로동 74-30
63,구로디지털,서울,구로구,서울 구로구 구로동 826-1
64,남구로,서울,구로구,서울 구로구 구로동 704-38
65,동양미래대학,서울,구로구,서울 구로구 고척동 343
66,신도림1호,서울,구로구,서울 구로구 신도림동 648 신도림6차대림아파트 상가 902동 111호
67,오류1호,서울,구로구,서울 구로구 오류1동 10-3
68,천왕역,서울,구로구,서울 구로구 오류동 203-1 1층
69,항동,서울,구로구,서울특별시 구로구 연동로 233 102호
70,가산디지털,서울,금천구,서울 금천구 가산동 371-6 가산비지니스센터 2층
71,독산1호,서울,금천구,서울 금천구 독산동 961-10
72,독산2동,서울,금천구,서울 금천구 독산동 1059-4
73,시흥1호,서울,금천구,서울 금천구 시흥2동 264-17
74,시흥2호,서울,금천구,서울 금천구 시흥1동 905-5
75,공릉1호,서울,노원구,서울 노원구 공릉동 338-6
76,공릉2호,서울,노원구,서울 노원구 공릉동 461-1
77,공릉3호,서울,노원구,서울 노원구 공릉동 568-27
78,상계4단지,서울,노원구,서울 노원구 상계동 749-5
79,상계보람,서울,노원구,서울 노원구 상계동 456-70
80,상계역,서울,노원구,서울 노원구 중계동 137-39
81,석계역,서울,노원구,서울 노원구 월계1동 73-13
82,수락산역,서울,노원구,서울 노원구 상계동 1118
83,인덕대,서울,노원구,서울 노원구 월계동 951 월계센트럴아이파크 상가동 101호
84,중계1호,서울,노원구,서울 노원구 중계1동 360-9
85,중계역,서울,노원구,서울 노원구 중계동 503
86,하계1호,서울,노원구,서울 노원구 하계1동 251 청구상가 201동 101호
87,도봉동,서울,도봉구,서울 도봉구 도봉2동 623-163
88,방학,서울,도봉구,서울 도봉구 방학동 659-32
89,쌍문1호,서울,도봉구,서울 도봉구 방학동 263-56
90,쌍문역,서울,도봉구,서울 도봉구 쌍문3동 88-127
91,창3동,서울,도봉구,서울 도봉구 창동 568-2
92,창동,서울,도봉구,서울 도봉구 창동 296-37
93,경희대,서울,동대문구,서울 동대문구 회기동 42-16
94,답십리1호,서울,동대문구,서울 동대문구 답십리동 53-50
95,서울시립대,서울,동대문구,서울 동대문구 전농동 295-5
96,신이문,서울,동대문구,서울 동대문구 이문동 255-222
97,안암,서울,동대문구,서울 동대문구 제기동 142-8
98,용두,서울,동대문구,서울 동대문구 왕산로28길 55
99,장안1호,서울,동대문구,서울 동대문구 전농동 1-171
100,장안2호,서울,동대문구,서울 동대문구  장안동 375-3
101,청량리역,서울,동대문구,서울 동대문구 청량리동 50-14
102,노량진,서울,동작구,서울 동작구 노량진동 37-1
103,사당1호,서울,동작구,서울 동작구 사당3동 155-2 1F
104,사당3호,서울,동작구,서울 동작구 사당동 220-119
105,상도,서울,동작구,서울 동작구 상도동 535 상도2차 두산위브트레지움아파트 상가
106,상도터널,서울,동작구,서울 동작구 상도동 159-26
107,숭실대,서울,동작구,서울 동작구 상도동 489-9
108,신대방,서울,동작구,서울 동작구 신대방동 607-28
109,신대방삼거리,서울,동작구,서울 동작구 대방동 407-46
110,흑석1호,서울,동작구,서울 동작구 흑석동 180-6
111,도화(서울),서울,마포구,서울 마포구 도화동 55
112,망원2동,서울,마포구,서울 마포구 망원동 482-9
113,상암,서울,마포구,서울 마포구 상암동 34-45
114,성산2동,서울,마포구,서울 마포구 성산동 592
115,신공덕,서울,마포구,서울 마포구 신공덕동 159(신공덕 래미안상가 1동109호)
116,신수,서울,마포구,서울 마포구 신수동 451번지 세양청마루아파트 상가 101호
117,아현,서울,마포구,서울 마포구 아현동 774 마포래미안 푸르지오 101동 상가 114호
118,연남,서울,마포구,서울 마포구 연남동 369-20
119,용강(서울),서울,마포구,서울 마포구 대흥동 500-10
120,홍대,서울,마포구,서울 마포구 서교동 371-3
121,독립문,서울,서대문구,서울 서대문구 냉천동 226
122,명지대,서울,서대문구,서울 서대문구 남가좌동 344-7
123,북가좌1호,서울,서대문구,서울 서대문구 북가좌동 385-8
124,북아현1호,서울,서대문구,서울 서대문구 북아현동 1006
125,신촌,서울,서대문구,서울 서대문구 창천동 41-14
126,연희1호(서울),서울,서대문구,서울 서대문구 연희3동 344-26
127,홍은1호,서울,서대문구,서울 서대문구 홍제동 279-52
128,홍은사거리,서울,서대문구,서울 서대문구 홍제동 326-20
129,반포1호,서울,서초구,서울 서초구 반포동 94-7
130,반포삼호가든,서울,서초구,서울 서초구 반포동 53-7
131,방배1호,서울,서초구,서울 서초구 방배동 761-8
132,방배2호,서울,서초구,서울 서초구 방배동 912-8
133,서초1호,서울,서초구,서울 서초구 서초동 1357-56
134,서초2호,서울,서초구,서울 서초구 서초동 1669-15
135,서초3호,서울,서초구,서울 서초구 서초동 1579-5
136,양재1호,서울,서초구,서울 서초구 양재동 327-2
137,우면,서울,서초구,서울 서초구 우면동 720
138,잠원1호,서울,서초구,서울 서초구 잠원동 15-4
139,금호역,서울,성동구,서울 성동구 금호동4가 1380
140,성수1호,서울,성동구,서울 성동구 성수동2가 235-1
141,성수역,서울,성동구,서울 성동구 성수동2가 289-251
142,왕십리1호,서울,성동구,서울 성동구 하왕십리동 946-15
143,왕십리도선,서울,성동구,서울 성동구 홍익동 131-1
144,용답,서울,성동구,서울 성동구 용답동 60-18
145,응봉,서울,성동구,서울 성동구 응봉동 100
146,한양대,서울,성동구,서울 성동구 행당동 3-29
147,길음뉴타운,서울,성북구,서울 성북구 길음동 1284-17
148,동덕여대,서울,성북구,서울 성북구 하월곡동 17-1
149,동소문,서울,성북구,서울 성북구 동선동5가 147-13
150,보문,서울,성북구,서울 성북구 보문동7가 99
151,석관장위,서울,성북구,서울 성북구 장위동 50-46
152,정릉1호,서울,성북구,서울 성북구 정릉동 285-11
153,정릉2호,서울,성북구,서울 성북구 정릉동 175-24
154,종암,서울,성북구,서울 성북구 종암동 3-544
155,한성대,서울,성북구,서울 성북구 동소문동3가 31
156,가락2호,서울,송파구,서울 송파구 가락동 75-7
157,거여가락1호,서울,송파구,서울 송파구 가락동 180-9
158,마천1호,서울,송파구,서울 송파구 거여동 32-6
159,문정법조,서울,송파구,서울 송파구 문정동 620 송파푸르지오시티 B09호
160,방이2호,서울,송파구,서울 송파구 방이동 59-1
161,방이역,서울,송파구,서울 송파구 오금동 41-23 성암빌딩 1층
162,석촌,서울,송파구,서울 송파구 석촌동 163-1
163,송파1호,서울,송파구,서울 송파구 송파동 147
164,올림픽공원,서울,송파구,서울 송파구 풍납동 401-4
165,위례송파,서울,송파구,서울 송파구 장지동 897
166,잠실1호,서울,송파구,서울 송파구 잠실동 177-3
167,잠실2호,서울,송파구,서울 송파구 신천동 11-4
168,장지,서울,송파구,서울 송파구 문정동 102-1
169,헬리오시티,서울,송파구,서울 송파구 가락동 913 헬리오시티 상가 3A동 01호
170,목3동,서울,양천구,서울 양천구 목동 722-8 호성빌딩
171,목동1호,서울,양천구,서울 양천구 목동 797-3
172,목동2호,서울,양천구,서울 양천구 목동 909-8 이화프라자 1층 101호
173,목동오거리,서울,양천구,서울 양천구 목동 940 현대아이파크상가 102
174,목동파크자이,서울,양천구,서울 양천구 신정동 171-68
175,신월1호,서울,양천구,서울 양천구 신월동 602-8
176,신월2호,서울,양천구,서울 양천구 신월7동 972-6
177,신월사거리,서울,양천구,서울 양천구 신월동 166-5
178,신정1호,서울,양천구,서울 양천구 신정동 1022-5
179,신트리,서울,양천구,서울 양천구 신정동 1267 목동뉴프라자
180,오목교,서울,양천구,서울 양천구 신정동 1296 아이파크 상가 1층
181,화곡1호,서울,양천구,서울 양천구 신월동 23-17
182,당산,서울,영등포구,서울 영등포구 영등포동8가 35-1
183,대림2호,서울,영등포구,서울 영등포구 대림동 783-1
184,문래,서울,영등포구,서울 영등포구 문래동3가 77-34
185,선유도역,서울,영등포구,서울 영등포구 양평동4가 147-3
186,신길1호,서울,영등포구,서울 영등포구 신길동 296-14
187,신길2호,서울,영등포구,서울 영등포구 신길7동 674
188,신풍역,서울,영등포구,서울 영등포구 신길동 445-2
189,여의도,서울,영등포구,서울 영등포구 여의도동 44-31
190,영등포1호,서울,영등포구,서울 영등포구 신길동 232-42
191,영등포역,서울,영등포구,서울 영등포구 영등포동3가 21-10
192,동부이촌,서울,용산구,서울 용산구 이촌1동 301-153 오성상가 103
193,보광,서울,용산구,서울 용산구 보광동 217-13
194,숙대,서울,용산구,서울 용산구 청파동2가 90-11
195,신용산역,서울,용산구,서울 용산구 한강로2가 122-5
196,용문,서울,용산구,서울 용산구 용문동 28-26
197,후암,서울,용산구,서울 용산구 후암동 244-59
198,구산역,서울,은평구,서울 은평구 갈현동 464-14
199,녹번,서울,은평구,서울 은평구 녹번동 82-47
200,대조,서울,은평구,서울특별시 은평구 대조동 231
201,불광1동,서울,은평구,서울 은평구 불광동 554-1 라비앙프라자1층 101호
202,신사1동,서울,은평구,서울 은평구 신사동 29-13
203,역촌1호,서울,은평구,서울 은평구 역촌동 55-1
204,연신내,서울,은평구,서울 은평구 불광동 484-72
205,은평뉴타운,서울,은평구,서울 은평구 진관동 22 은평뉴타운상가 914-103호
206,응암1동,서울,은평구,서울 은평구 응암동 236-33
207,응암오거리,서울,은평구,서울 은평구 응암동 595-51
208,증산(서울),서울,은평구,서울 은평구 증산동 209-18
209,대학로,서울,종로구,서울 종로구 명륜동4가 113-1
210,숭인,서울,종로구,서울 종로구 숭인2동 183-13
211,안국,서울,종로구,서울 종로구 화동 138-7
212,종로1호,서울,종로구,서울 종로구 관철동 13-13
213,평창,서울,종로구,서울 종로구 평창동 158-1
214,동대문1호,서울,중구,서울 중구 창신동 464-6
215,서울시청,서울,중구,서울 중구 태평로2가 55
216,신당1호,서울,중구,서울 중구 신당동 846
217,약수,서울,중구,서울 중구 신당동 374-14
218,망우본동,서울,중랑구,서울 중랑구 망우동 251-2
219,면목1호,서울,중랑구,서울 중랑구 면목동 103-6
220,면목2호,서울,중랑구,서울 중랑구 면목2동 191-126
221,묵동,서울,중랑구,서울 중랑구 묵동 175-2
222,사가정역,서울,중랑구,서울 중랑구 면목동 496-14
223,상봉1호,서울,중랑구,서울 중랑구 상봉동 91-1
224,신내1호,서울,중랑구,서울 중랑구 신내동 797
225,중화,서울,중랑구,서울 중랑구 중화동 304-34
226,국제신도시,부산,강서구,부산 강서구 명지동 3412-6
227,명지법원네오,부산,강서구,부산 강서구 명지동 3432-1 2동 102호
228,명지신도시,부산,강서구,부산 강서구 명지동 3256-5
229,신호,부산,강서구,부산 강서구 신호동 317-15
230,지사,부산,강서구,부산 강서구 지사동 1191-5
231,구서1호,부산,금정구,부산 금정구 구서2동 1024-1
232,구서역,부산,금정구,부산 금정구 구서동 457-23
233,남산1호,부산,금정구,부산 금정구 남산동 99-6
234,부곡1호,부산,금정구,부산 금정구 부곡동 23-15
235,부곡2호,부산,금정구,부산 금정구 부곡1동 324-20
236,부산대,부산,금정구,부산 금정구 금강로 장전동 418-13
237,서동1호,부산,금정구,부산 금정구 서동 210-6
238,장전1호,부산,금정구,부산 금정구 장전동 134-19
239,기장,부산,기장군,부산 기장군 기장읍 동부리 134-2
240,일광신도시,부산,기장군,부산 기장군 일광면 삼성리 833-4
241,정관1호,부산,기장군,부산 기장군 정관읍 매학리 751-1
242,정관2호,부산,기장군,부산 기장군 모전리 747-7
243,대연1호,부산,남구,부산 남구 대연동 1013-8
244,대연2호,부산,남구,부산 남구 대연동 52-7
245,대연3호,부산,남구,부산 남구 대연동 1161-9
246,메트로시티1호,부산,남구,부산 남구 용호동 176-30
247,못골,부산,남구,부산 남구 대연동 1543-33
248,문현1호,부산,남구,부산 남구 문현동 359-5
249,문현2호,부산,남구,부산 남구 문현1동 127-56
250,용호1호,부산,남구,부산 남구 용호동 555-19
251,용호2호,부산,남구,부산 남구 동명로 126
252,용호2호,부산,남구,부산 남구 용호동 396-1
253,범일1호,부산,동구,부산 동구 범일동 833-2
254,수정1호,부산,동구,부산 동구 수정동 844-25
255,초량,부산,동구,부산 동구 초량동 132-1
256,명륜(부산),부산,동래구,부산 동래구 명륜1동 673-9
257,명장1호,부산,동래구,부산 동래구 명장동 26-24번지 국제아파트 상가 106호
258,복천,부산,동래구,부산 동래구 복천동 476-1
259,사직1호(부산),부산,동래구,부산 동래구 사직동 137-26
260,사직2호,부산,동래구,부산 동래구 사직동 89-16
261,수안,부산,동래구,부산 동래구 수안동 192-4
262,안락2호,부산,동래구,부산 동래구 안락동 670-13
263,온천1호,부산,동래구,부산 동래구 온천동 210-46
264,온천2호,부산,동래구,부산 동래구 온천동 1411-47
265,우방신세계,부산,동래구,부산 동래구 안락동 471-41
266,가야,부산,부산진구,부산 부산진구 가야동 478
267,개금1호,부산,부산진구,부산 부산진구 개금동 2-1
268,개금2호,부산,부산진구,부산 부산진구 개금동 523-17
269,당감,부산,부산진구,부산 부산진구 당감동 367-2
270,범천,부산,부산진구,부산 부산진구 범천동 1278-11
271,부암1호,부산,부산진구,부산 부산진구 부암동 301-33
272,서면,부산,부산진구,부산 부산진구 부전동 266-24
273,양정,부산,부산진구,부산 부산진구 양정동 310-6
274,연지,부산,부산진구,부산 부산진구 연지동 40-12
275,전포1호,부산,부산진구,부산 부산진구 전포동 337-20
276,초읍대공원,부산,부산진구,부산 부산진구 초읍동 288-6
277,구포1호,부산,북구,부산 북구 구포3동 1228-1
278,구포2호,부산,북구,부산 북구 구포동 932-35
279,금곡(부산),부산,북구,부산 북구 금곡동 57-6
280,덕천2호,부산,북구,부산 북구 덕천3동 781-2
281,덕천역,부산,북구,부산 북구 덕천동 402-12
282,만덕1호,부산,북구,부산 북구 만덕동 294
283,만덕2호,부산,북구,부산 북구 만덕3동 915-6
284,화명1호,부산,북구,부산 북구 화명동 749
285,화명3호,부산,북구,부산 북구 화명동 182-5(2층)
286,화명신도시,부산,북구,부산 북구 화명동 2266-1
287,괘법,부산,사상구,부산 사상구 괘법동 516-1
288,덕포,부산,사상구,부산 사상구 덕포동 767-10
289,동서대,부산,사상구,부산 사상구 주례동 55-176
290,모라,부산,사상구,부산 사상구 모라동 1349-4
291,신주례,부산,사상구,부산 사상구 주례2동 3-17
292,엄궁,부산,사상구,부산 사상구 엄궁동 40-94
293,학장,부산,사상구,부산 사상구 학장동 산149-16
294,괴정1호,부산,사하구,부산 사하구 괴정동 487-24
295,다대1호,부산,사하구,부산 사하구 다대동 926-7
296,다대2호,부산,사하구,부산 사하구 다대동 1014
297,당리괴정2호,부산,사하구,부산 사하구 괴정동 577-42
298,신평1호,부산,사하구,부산 사하구 신평동 262-20
299,장림,부산,사하구,부산 사하구 장림동 590
300,하단1호,부산,사하구,부산 사하구 하단2동 506-15
301,하단2호,부산,사하구,부산 사하구 하단동 605-42
302,국제신도시,부산,서구,부산 강서구 명지동 3412-6
303,남부민,부산,서구,부산 서구 충무동2가 3-1
304,대신,부산,서구,부산 서구 서대신동1가 163-1
305,명지법원네오,부산,서구,부산 강서구 명지동 3432-1 2동 102호
306,명지신도시,부산,서구,부산 강서구 명지동 3256-5
307,송도감천,부산,서구,"부산 서구 암남동 64-2 상가동 108호,109호(암남동)"
308,신호,부산,서구,부산 강서구 신호동 317-15
309,아미부민,부산,서구,부산 서구 부민동1가 11-3
310,지사,부산,서구,부산 강서구 지사동 1191-5
311,광안1호,부산,수영구,부산 수영구 광안동 120-13
312,광안2호,부산,수영구,부산 수영구 광안동 168-3
313,망미1호,부산,수영구,부산 수영구 망미동 413-11
314,민락(부산),부산,수영구,부산 수영구 민락동 165-15
315,수영,부산,수영구,부산 수영구 수영동 503-23
316,거제법조,부산,연제구,부산 연제구 거제동 891-14
317,시청(부산),부산,연제구,부산 연제구 거제3동 34-19
318,연산1호,부산,연제구,부산 연제구 연산동 479-9
319,연산2호,부산,연제구,부산 연제구 연산4동 578-1 삼익아파트 상가 101호
320,연산3호,부산,연제구,부산 연제구 연산동 2133-48
321,대교남항,부산,영도구,부산 영도구 남항동1가 82
322,동삼,부산,영도구,부산 영도구 동삼동 219-146
323,봉래영선,부산,영도구,"부산 영도구 영선동1가 69-2, 69-3"
324,청학,부산,영도구,부산 영도구  청학동 13-14
325,남포부평,부산,중구,부산 중구 중앙동1가 23-6
326,영주대청,부산,중구,부산 중구 대청동4가 82-13
327,마린시티,부산,해운대구,부산 해운대구 우동 1434-2
328,반송(부산),부산,해운대구,부산 해운대구 반송2동 216-150
329,반여1호,부산,해운대구,부산 해운대구 반여동 1628-5
330,센텀파크,부산,해운대구,부산 해운대구 센텀동로 102 117호
331,송정(부산),부산,해운대구,부산 해운대구 송정동 227-7
332,우동1호,부산,해운대구,부산 해운대구 우동 1090-13
333,재송1호,부산,해운대구,부산 해운대구 반여동 1291-1019
334,재송2호,부산,해운대구,부산 해운대구 재송동 1083-10
335,좌동1호,부산,해운대구,부산 해운대구 좌동 970
336,좌동2호,부산,해운대구,부산 해운대구 좌동 1341-8
337,좌동3호,부산,해운대구,부산 해운대구 좌동 1484-1
338,해운대역,부산,해운대구,부산 해운대구 우동 639-4
339,계명,대구,남구,대구시 남구 양지로 107
340,대명1호,대구,남구,대구 남구 대명동 1098-4
341,봉덕,대구,남구,대구 남구 봉덕동 687-32
342,앞산,대구,남구,대구 남구 대명동 336-11
343,이천대봉,대구,남구,대구 남구 이천동 184-9
344,감삼성당,대구,달서구,대구 달서구 감삼동 317-3
345,대곡,대구,달서구,대구 달서구 도원동 1442-2 1층 107호
346,대곡2지구,대구,달서구,대구 달서구 대곡동 1068
347,두류,대구,달서구,대구 달서구 두류동 620-12
348,상인,대구,달서구,대구 달서구 상인동 1555-1
349,성서,대구,달서구,대구 달서구 신당동 1761-5
350,송현(대구),대구,달서구,대구 달서구 송현1동 207-2
351,신월성,대구,달서구,대구 달서구 월성동 1264번지 트럼프스타 B/D 106호
352,용산,대구,달서구,대구 달서구 용산동 950-1
353,용산새방,대구,달서구,대구 달서구 용산동 499-2
354,월성,대구,달서구,대구 달서구 본동 1135-4
355,장기,대구,달서구,대구 달서구 장기동 826-6
356,진천(대구),대구,달서구,대구 달서구 진천동 504
357,호산파호,대구,달서구,대구 달서구 호산동 357-116
358,구지,대구,달성군,대구 달성군 구지면 응암리 1204-2
359,논공,대구,달성군,대구 달성군 논공읍 북리 803-148
360,다사,대구,달성군,대구 달성군 다사읍 죽곡리 809-1
361,명곡,대구,달성군,대구 달성군 화원읍 명곡리 320-1
362,서재세천,대구,달성군,대구 달성군 다사읍 서재리 423-15
363,옥포(대구),대구,달성군,대구 달성군 옥포읍 교항리 2911
364,테크노폴리스,대구,달성군,대구 달성군 유가면 봉리 606 하이젠스타 115호
365,화원,대구,달성군,대구 달성군 화원읍 천내리 241-1
366,대구혁신,대구,동구,대구 동구 각산동 1098-5 102호
367,동구청,대구,동구,대구 동구 신암동 345-3
368,동촌,대구,동구,대구 동구 검사동 1111
369,동호,대구,동구,대구 동구 동호동 384-7
370,방촌,대구,동구,대구 동구 방촌동 1118-121
371,신천1호(대구),대구,동구,대구 동구 신천동 501-5
372,신천2호,대구,동구,대구 동구 신청동 377-12
373,율하(대구),대구,동구,대구 동구 율하동 1311번지 102호
374,이시아,대구,동구,대구 동구 봉무동 1543
375,지묘,대구,동구,대구 동구 지묘동 808-3
376,지저불로,대구,동구,대구 동구 지저동 833-15
377,관음,대구,북구,대구 북구 관음동 1383-9
378,구암,대구,북구,대구 북구 태전동 1074-6
379,금호지구,대구,북구,대구 북구 사수동 912
380,도남지구,대구,북구,대구 북구 국우동 592-1
381,동서변,대구,북구,대구 북구 동변동 669-4
382,동천3지구,대구,북구,대구 북구 동천동 906-3
383,복현1호,대구,북구,대구 북구 복현동 426-5
384,복현2호,대구,북구,대구 북구 복현동 539 -110 복현서한타운 상가 103호
385,산격,대구,북구,대구 북구 산격동 1400-20
386,신암대현,대구,북구,대구 북구 대현동 153-4
387,연경,대구,북구,대구 북구 연경동 949-1
388,원대노원,대구,북구,대구 북구 노원동3가 892-1
389,읍내(대구),대구,북구,대구 북구 읍내동 1449 202동 103호
390,칠성고성,대구,북구,대구 북구 칠성동2가 42-9
391,침산,대구,북구,대구 북구 침산동 457-31
392,태전(대구),대구,북구,대구 북구 태전동 155-35
393,팔달매천,대구,북구,대구 북구 매천동 682
394,학정,대구,북구,대구 북구 학정동 282-14
395,감삼성당,대구,서구,대구 달서구 감삼동 317-3
396,내당,대구,서구,대구 서구 내당동 219-7
397,달성비산,대구,서구,대구 서구 비산동 440-5
398,대곡,대구,서구,대구 달서구 도원동 1442-2 1층 107호
399,대곡2지구,대구,서구,대구 달서구 대곡동 1068
400,두류,대구,서구,대구 달서구 두류동 620-12
401,상인,대구,서구,대구 달서구 상인동 1555-1
402,성서,대구,서구,대구 달서구 신당동 1761-5
403,송현(대구),대구,서구,대구 달서구 송현1동 207-2
404,신월성,대구,서구,대구 달서구 월성동 1264번지 트럼프스타 B/D 106호
405,용산,대구,서구,대구 달서구 용산동 950-1
406,용산새방,대구,서구,대구 달서구 용산동 499-2
407,월성,대구,서구,대구 달서구 본동 1135-4
408,장기,대구,서구,대구 달서구 장기동 826-6
409,진천(대구),대구,서구,대구 달서구 진천동 504
410,평리,대구,서구,대구 서구 평리동 1217-2
411,호산파호,대구,서구,대구 달서구 호산동 357-116
412,만촌1호,대구,수성구,대구 수성구 만촌동 849-2
413,만촌2호,대구,수성구,대구 수성구 만촌1동 1326-32
414,범물,대구,수성구,대구 수성구 범물동 1374-4
415,범어1호,대구,수성구,대구 수성구 범어동 203-18
416,범어2호,대구,수성구,대구 수성구 범어동 478-12
417,수성(대구),대구,수성구,대구 수성구 수성동4가 1022-11
418,시지1호,대구,수성구,대구 수성구 매호동 1328-12
419,시지2호,대구,수성구,대구 수성구 시지동 489-2
420,시지3호,대구,수성구,대구 수성구 신매동 593-4
421,중동,대구,수성구,대구 수성구 중동 258-3
422,파동,대구,수성구,대구 수성구 상동 380-2
423,황금,대구,수성구,대구 수성구 황금동 843-1
424,남산,대구,중구,대구 중구 남산동 94-25
425,중앙(대구),대구,중구,대구 중구 남일동 33-9
426,강화,인천,강화군,인천 강화군 강화읍 갑곳리 199-1
427,계산1호,인천,계양구,인천 계양구 계산동 1081-10
428,계산2호,인천,계양구,인천 계양구 계산동 61-2
429,계산3호,인천,계양구,인천 계양구 계산동 942-30
430,임학박촌,인천,계양구,인천 계양구 박촌동 52-3
431,작전1호,인천,계양구,인천 계양구 작전동 149-1
432,효성1호,인천,계양구,"인천 계양구 효성1동 21-11 현대아파트 상가동 101호, 102호, 103호"
433,효성2호,인천,계양구,인천 계양구 효성2동 273-3
434,관교,인천,남구,인천 남구 관교동 321-5
435,용현2동,인천,남구,인천 남구 용현동 558-32
436,용현5동,인천,남구,인천 남구 용현동 630-45
437,주안1호,인천,남구,인천 남구 주안동 1523-2
438,주안2호,인천,남구,인천 남구 도화동 432-2
439,주안3호,인천,남구,인천 남구 주안동 929-11
440,학익1호,인천,남구,인천 남구 학익동 293-37
441,간석1호,인천,남동구,인천 남동구 구월동 70-80
442,구월,인천,남동구,인천 남동구 구월동 1133-13
443,구월아시아드,인천,남동구,인천 남동구 구월동 1517-2
444,논현1호(인천),인천,남동구,인천 남동구 논현동 620-8
445,논현에코메트로,인천,남동구,인천 남동구 논현동 752-1
446,만수1호,인천,남동구,인천 남동구 만수동 1045 103호
447,만수2호,인천,남동구,인천 남동구 만수동 1118-2
448,만수3호,인천,남동구,인천 남동구 간석3동 921-14
449,만수역,인천,남동구,인천 남동구 만수동 886-35
450,서창,인천,남동구,인천 남동구 서창동 706
451,소래포구,인천,남동구,인천 남동구 논현동 671-3
452,간석1호,인천,동구,인천 남동구 구월동 70-80
453,구월,인천,동구,인천 남동구 구월동 1133-13
454,구월아시아드,인천,동구,인천 남동구 구월동 1517-2
455,논현1호(인천),인천,동구,인천 남동구 논현동 620-8
456,논현에코메트로,인천,동구,인천 남동구 논현동 752-1
457,만수1호,인천,동구,인천 남동구 만수동 1045 103호
458,만수2호,인천,동구,인천 남동구 만수동 1118-2
459,만수3호,인천,동구,인천 남동구 간석3동 921-14
